# Valentine & Davies -- Global models from sparse data: A robust estimate
#                       of Earth's residual topography spectrum
#
# Spherical harmonic expansion coefficients for mean of posterior Gaussian
# Process model derived from all spot data.
#
# NB. This file contains only (the square root of) the diagonal elements of
#     the posterior covariance matrix. The full posterior covariance matrix
#     can be generated using the code accompaning this paper.
#
# l - spherical harmonic degree
# m - spherical harmonic order
# y - spherical harmonic expansion coefficient (y_i, eq. 12)
# s - standard error on coefficient (sqrt(Sigma_{ii}), eq. 12)
#
# l      m         y            s
 28     -1     -0.00431       0.02101
 28      0      0.01146       0.02126
 28      1      0.01024       0.02158
 28      2     -0.01004       0.02113
 28      3     -0.00002       0.02140
 28      4      0.01327       0.02136
 28      5     -0.00243       0.02132
 28      6     -0.00382       0.02122
 28      7     -0.00785       0.02124
 28      8      0.01245       0.02113
 28      9      0.00322       0.02097
 28     10      0.00078       0.02089
 28     11      0.00735       0.02069
 28     12      0.01416       0.02076
 28     13     -0.01069       0.02091
 28     14     -0.01267       0.02105
 28     15     -0.01018       0.02115
 28     16      0.00302       0.02125
 28     17     -0.00458       0.02121
 28     18      0.01209       0.02104
 28     19      0.00731       0.02117
 28     20      0.01302       0.02111
 28     21      0.01645       0.02096
 28     22     -0.00857       0.02099
 28     23      0.00122       0.02084
 28     24     -0.00585       0.02087
 28     25     -0.00359       0.02097
 28     26      0.00281       0.02092
 28     27      0.02019       0.02116
 28     28      0.00309       0.02132
 29    -29      0.00491       0.02040
 29    -28     -0.00452       0.02023
 29    -27      0.00752       0.02018
 29    -26     -0.00544       0.02009
 29    -25      0.01155       0.01998
 29    -24      0.00253       0.02009
 29    -23      0.01217       0.02014
 29    -22      0.00816       0.01994
 29    -21     -0.00748       0.02016
 29    -20     -0.00167       0.02017
 29    -19      0.00067       0.02018
 29    -18     -0.00220       0.02033
 29    -17      0.00547       0.02026
 29    -16      0.00515       0.02024
 29    -15     -0.01203       0.02033
 29    -14      0.02268       0.02014
 29    -13     -0.00790       0.01991
 29    -12     -0.01290       0.01988
 29    -11      0.00042       0.02004
 29    -10     -0.00661       0.02001
 29     -9      0.01622       0.02003
 29     -8     -0.01550       0.02010
 29     -7     -0.00837       0.02026
 29     -6      0.00426       0.02042
 29     -5     -0.00195       0.02039
 29     -4     -0.00788       0.02043
 29     -3      0.00537       0.02032
 29     -2     -0.00875       0.02049
 29     -1      0.00773       0.02002
 29      0      0.00893       0.02034
 29      1      0.00816       0.02057
 29      2     -0.00432       0.02026
 29      3     -0.01532       0.02040
 29      4      0.00455       0.02039
 29      5      0.00508       0.02029
 29      6      0.00404       0.02031
 29      7      0.00487       0.02027
 29      8     -0.00614       0.02023
 29      9      0.00553       0.02011
 29     10     -0.01266       0.01995
 29     11      0.01251       0.01984
 29     12      0.00571       0.01982
 29     13      0.01690       0.01999
 29     14     -0.00374       0.02003
 29     15     -0.01672       0.02019
 29     16      0.00644       0.02027
 29     17      0.00731       0.02032
 29     18      0.00470       0.02019
 29     19      0.00236       0.02026
 29     20      0.00187       0.02022
 29     21      0.00454       0.02009
 29     22      0.01539       0.02005
 29     23      0.00299       0.02003
 29     24     -0.00055       0.01996
 29     25     -0.00540       0.02007
 29     26     -0.00652       0.02010
 29     27      0.02615       0.01996
 29     28     -0.01886       0.02025
 29     29     -0.00977       0.02039
 30    -30      0.00128       0.01949
 30    -29     -0.00604       0.01934
 30    -28      0.00580       0.01923
 30    -27      0.00387       0.01931
 30    -26     -0.01189       0.01922
 30    -25      0.00193       0.01915
 30    -24      0.00692       0.01930
 30    -23      0.00829       0.01915
 30    -22      0.00413       0.01927
 30    -21     -0.00364       0.01932
 30    -20     -0.00255       0.01928
 30    -19      0.00026       0.01938
 30    -18     -0.00820       0.01947
 30    -17     -0.00853       0.01935
 30    -16     -0.00012       0.01938
 30    -15     -0.00262       0.01936
 30    -14     -0.00532       0.01921
 30    -13      0.00019       0.01900
 30    -12     -0.00401       0.01908
 30    -11     -0.01418       0.01916
 30    -10      0.00486       0.01910
 30     -9     -0.00584       0.01923
 30     -8     -0.01001       0.01926
 30     -7      0.01229       0.01947
 30     -6     -0.00181       0.01949
 30     -5     -0.00041       0.01950
 30     -4      0.00581       0.01950
 30     -3     -0.00996       0.01948
 30     -2      0.00159       0.01956
 30     -1      0.00027       0.01920
 30      0     -0.00935       0.01942
 30      1      0.00339       0.01966
 30      2      0.00002       0.01933
 30      3      0.00054       0.01951
 30      4      0.00060       0.01946
 30      5     -0.00451       0.01948
 30      6      0.01296       0.01936
 30      7     -0.00400       0.01942
 30      8     -0.00787       0.01931
 30      9      0.00438       0.01925
 30     10      0.00031       0.01919
 30     11      0.00335       0.01902
 30     12      0.00363       0.01901
 30     13      0.00762       0.01903
 30     14      0.00427       0.01913
 30     15     -0.00648       0.01922
 30     16      0.00718       0.01944
 30     17     -0.00884       0.01941
 30     18      0.00529       0.01936
 30     19      0.00778       0.01935
 30     20      0.01776       0.01939
 30     21     -0.00401       0.01931
 30     22      0.00220       0.01921
 30     23     -0.00590       0.01914
 30     24     -0.00132       0.01917
 30     25     -0.01151       0.01919
 30     26      0.00755       0.01914
 30     27      0.02513       0.01918
 30     28      0.00309       0.01922
 30     29     -0.00841       0.01942
 30     30     -0.00268       0.01954
